reads,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,mean()Acc_X,mean()Acc_Y,mean()Acc_Z,class,label
1211,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.34908065,-0.040961192,-0.057625141,0,1
1212,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.23368903,-0.0045540922,-0.13589034,0,1
1213,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.20209733,-0.0083978308,-0.16459103,0,1
1214,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.29279176,-0.021970606,-0.1536417,0,1
1215,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.35551893,-0.011658166,-0.14218064,0,1
1216,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.22323048,-0.009612778,-0.083470704,0,1
1217,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.3452417,-0.017785395,-0.051337591,0,1
1218,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.37416035,-0.023839305,-0.082346556,0,1
1219,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.14747651,-0.023884843,-0.11778853,0,1
1220,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.25462086,-0.032214713,-0.15000005,0,1
1221,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.36042241,-0.008194629,-0.16142815,0,1
1222,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.29543266,0.0078158859,-0.12356439,0,1
1223,0,0,"0,00001","0,00001","0,00001","-0,00001","-0,00002",0,0.20127353,0.012434217,-0.17819942,0,1
1224,"-0,00001","-0,00002","-0,00001","-0,00004","-0,00002",0,"-0,00002",0,0.32652789,-0.0083716808,-0.11051596,0,1
1225,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.33197242,-0.007308005,-0.11053882,0,1
1226,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.22036678,-0.031853102,-0.12503067,0,1
1227,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.33196251,-0.02204331,-0.12673733,0,1
1228,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.25621509,0.0006982017,-0.13411243,0,1
1229,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.312988,-0.035803365,-0.061912465,0,1
1230,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.35840975,-0.023348805,-0.074424176,0,1
1231,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.14171884,-0.0078033924,-0.13263169,0,1
1232,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.22516764,-0.030158705,-0.11550315,0,1
1233,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.41714612,-0.01246513,-0.14221329,0,1
1234,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.21607592,-0.01423203,-0.10459754,0,1
1235,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.23016233,-0.021632558,-0.060823584,0,1
1236,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.25375015,-0.035700999,-0.11725527,0,1
1238,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.33479308,0.0051759862,-0.13479757,0,1
1239,0,0,0,"-0,00001","-0,00001","-0,00002","-0,00002","-0,00001",0.18902193,-0.0056336834,-0.14375977,0,1
1240,0,"-0,00006",0,"-0,00002","-0,00001","-0,00001","-0,00001","-0,00002",0.1858199,-0.020254823,-0.10245708,0,1
1241,0,"-0,00006",0,"-0,00002","-0,00001","-0,00001","-0,00001","-0,00002",0.39308651,-0.02452179,-0.086956672,0,1
1242,0,"-0,00006",0,"-0,00002","-0,00001","-0,00001","-0,00001","-0,00002",0.24596624,-0.032428318,-0.12098873,0,1
1243,0,"-0,00006",0,"-0,00002","-0,00001","-0,00001","-0,00001","-0,00002",0.23987413,-0.0072660501,-0.1352072,0,1
1244,0,"-0,00006",0,"-0,00002","-0,00001","-0,00001","-0,00001","-0,00002",0.57839966,0.0098834515,-0.13085935,0,1
1245,0,"-0,00006",0,"-0,00002","-0,00001","-0,00001","-0,00001","-0,00002",0.27864546,-0.025546419,-0.076206886,0,1
1246,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.088292784,-0.026904807,-0.21414841,0,1
1247,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.38023089,-0.037173044,-0.087040039,0,1
1248,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.43313712,-0.023823042,0.0015021686,0,1
1249,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.35044179,-0.020400859,-0.1856847,0,1
1250,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.40334614,0.0079394273,-0.14603857,0,1
1251,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.11776128,-0.040743433,-0.077391666,0,1
1252,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.3226411,-0.011900108,-0.11306144,0,1
1253,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.34015675,-0.011166626,-0.17602766,0,1
1254,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.26186166,-0.03211347,-0.023449595,0,1
1255,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.27939325,-0.0040320116,-0.034078421,0,1
1256,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.25532301,0.05914564,-0.24064256,0,1
1257,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.26567611,-0.020788874,-0.12720319,0,1
1258,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.26315993,-0.03141669,-0.16844037,0,1
1259,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.38508537,0.013529302,-0.19715769,0,1
1260,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.26417866,-0.019133209,-0.15109329,0,1
1261,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.23067753,-0.029074881,-0.061766326,0,1
1262,"-0,00001","-0,00002","-0,00001","-0,00001","-0,00002","0,00002","-0,00001",0,0.24555988,0.0073266516,0.014569174,0,1
1263,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.23658595,-0.051106727,-0.03062426,0,1
1264,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.22758199,0.061359256,-0.21849905,0,1
1265,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.24804609,-0.020442917,-0.11171387,0,1
1266,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.19321561,-0.020425263,-0.11579974,0,1
1267,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.22753167,-0.0089104211,-0.12287542,0,1
1268,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.28292974,-0.049481612,-0.090138636,0,1
1269,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.3989154,-0.019520671,-0.21057066,0,1
1270,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.4140751,0.019094215,-0.15166885,0,1
1271,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.31626878,-0.027095567,-0.11908313,0,1
1272,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.27155615,-0.011611266,-0.28812396,0,1
1273,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.23710306,-0.033445911,-0.097528362,0,1
1274,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.28000234,-0.021816816,-0.10589774,0,1
1275,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.17053751,-0.0048081465,-0.13580117,0,1
1276,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.21208387,-0.037679018,-0.12344499,0,1
1277,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.33958042,-0.032616176,-0.16691099,0,1
1278,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.40203901,0.016227692,-0.10463005,0,1
1279,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.36741725,0.0086152695,-0.15287515,0,1
1280,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.28366922,-0.015856828,-0.059880983,0,1
1281,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.2779478,-0.0076195278,-0.10859734,0,1
1282,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.27795464,-0.018968885,-0.1092212,0,1
1283,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.27490263,-0.022696835,-0.13273927,0,1
1284,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.27582212,-0.020148256,-0.12221368,0,1
1285,"-0,00002","0,00002",0,"-0,00001","0,00001","-0,00001","-0,00001","-0,00002",0.27688273,-0.012747833,-0.094747875,0,1
1286,"-0,00001","-0,00002","-0,00002","-0,00001","-0,00002","-0,00001",0,0,0.27885111,-0.01376066,-0.097912796,0,1
1290,"-0,00005","0,00002","-0,00001",0,"-0,00001","0,00001",0,"-0,00001",0.27820615,-0.016703523,-0.11068401,0,1
1291,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.27473733,-0.022266774,-0.11870235,0,1
1292,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.27758237,-0.023747949,-0.12205372,0,1
1293,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.27978707,-0.015823081,-0.099726165,0,1
1294,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.26849556,-0.023139065,-0.12101883,0,1
1295,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.28008602,-0.016358668,-0.10825117,0,1
1296,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.2784893,-0.015711104,-0.092884446,0,1
1297,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.27661224,-0.018664914,-0.10637893,0,1
1298,"-0,00002","-0,00004","-0,00005","-0,00004","-0,00003","-0,00002","-0,00003","-0,00001",0.2763544,-0.019916174,-0.1188625,0,1
1299,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27683516,-0.014982931,-0.11016789,0,1
1300,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27627304,-0.015106,-0.10809112,0,1
1301,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27417976,-0.02098556,-0.121722,0,1
1302,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27567965,-0.020412784,-0.12418794,0,1
1303,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.28420808,-0.0095534587,-0.098626207,0,1
1304,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.28165918,-0.0046332265,-0.10188295,0,1
1305,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27727265,-0.010683988,-0.11180325,0,1
1306,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.28373405,-0.012460837,-0.078881735,0,1
1307,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27813617,-0.017220002,-0.11082176,0,1
1308,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.26925111,-0.022504815,-0.1423382,0,1
1309,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.2750619,-0.018121543,-0.10726492,0,1
1310,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.16652003,0.013554852,-0.10672236,0,1
1311,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.27673294,-0.021576141,-0.11034251,0,1
1312,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.29557324,-0.011681692,-0.12501048,0,1
1313,0,"-0,00001","-0,00001",0,"-0,00001","-0,00003","-0,00001","-0,00001",0.29007181,-0.016772205,-0.13085612,0,1
1314,"-0,00002","-0,00001","-0,00002","0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.2703222,-0.018868264,-0.098112414,0,1
1315,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.25354053,-0.015001701,-0.077991291,0,1
1316,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.24866108,-0.012412139,-0.07238108,0,1
1317,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.27566396,-0.017641271,-0.10227173,0,1
1318,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.29090271,-0.019341124,-0.12521761,0,1
1319,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.27776035,-0.017353362,-0.10844646,0,1
1320,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.27989769,-0.017099965,-0.10945521,0,1
1321,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.28016546,-0.01601225,-0.11248109,0,1
1322,"-0,00001",0,0,"-0,00002","-0,00002",0,"-0,00001","-0,00003",0.22630418,-0.0089766362,-0.16130921,0,1
1323,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.29260006,-0.003250147,-0.033773163,0,1
1324,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27615683,0.00097325264,-0.05727718,0,1
1325,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27781889,-0.013993595,-0.13367822,0,1
1326,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27294859,-0.016591262,-0.097668033,0,1
1327,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27548835,-0.017717317,-0.082169374,0,1
1328,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27959996,-0.014768826,-0.10884423,0,1
1329,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.2801428,-0.020839668,-0.12069158,0,1
1330,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27839752,-0.020186017,-0.1175668,0,1
1331,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27984652,-0.01216091,-0.11079735,0,1
1332,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27522318,-0.012437856,-0.088020876,0,1
1333,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.26113838,0.015878429,-0.042954181,0,1
1334,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.27555142,-0.016365981,-0.10286875,0,1
1335,"-0,00001","-0,00003","-0,00005","-0,00003","-0,00003",0,"-0,00001","-0,00001",0.28910464,-0.032917391,-0.16943392,0,1
1337,"0,00001","0,00001","0,00001","0,00001","0,00001","-0,00001","0,00002",0,0.274152,-0.00026510281,-0.10381006,0,1
1339,"0,00001","0,00001","0,00001","0,00001","0,00001","-0,00001","0,00002",0,0.27896431,-0.036611983,-0.11321281,0,1
1340,"0,00001","0,00001","0,00001","0,00001","0,00001","-0,00001","0,00002",0,-0.52106206,-0.00018327478,0.10661589,0,1
1341,"0,00001","0,00001","0,00001","0,00001","0,00001","-0,00001","0,00002",0,0.31275595,-0.041847849,-0.11811534,0,1
1342,"0,00001","0,00001","0,00001","0,00001","0,00001","-0,00001","0,00002",0,0.28427268,-0.0052672678,-0.11493694,0,1
1343,"0,00001","0,00001","0,00001","0,00001","0,00001","-0,00001","0,00002",0,0.24286948,-0.029467471,-0.094823776,0,1
1344,"-0,00003","-0,00001","-0,00002","-0,00002","-0,00001","-0,00003",0,"-0,00001",0.25589067,-0.035868564,-0.088673983,0,1
1345,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.31399783,-0.010338292,-0.11865969,0,1
1346,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.26564174,-0.016127576,-0.10896974,0,1
1347,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.24313718,-0.022662066,-0.096312887,0,1
1348,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.27514246,-0.0054383715,-0.11738648,0,1
1349,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.27711307,0.0047135997,-0.13554129,0,1
1350,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.31309099,0.005874299,-0.13798324,0,1
1351,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.24989479,-0.024973525,-0.096257372,0,1
1352,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.18751103,-0.04024093,-0.073488923,0,1
1353,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.28209318,-0.015553567,-0.10872954,0,1
1354,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.30172046,-0.029876068,-0.10656697,0,1
1355,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.28485436,-0.01088396,-0.11129672,0,1
1356,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.28058032,-0.0202043,-0.10251638,0,1
1357,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.22388372,-0.016198132,-0.11082936,0,1
1358,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.266855,-0.017040406,-0.10725582,0,1
1359,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.3773738,-0.013510715,-0.11495516,0,1
1360,"-0,00002",0,"0,00001",0,0,"-0,00002","-0,00001",0,0.31161117,-0.015282277,-0.10965396,0,1
1361,0,"-0,00001","-0,00006","-0,00004","-0,00002","-0,00002","-0,00002","-0,00001",0.22274976,-0.021824763,-0.09848602,0,1
1362,0,"-0,00001","-0,00006","-0,00004","-0,00002","-0,00002","-0,00002","-0,00001",0.30168106,-0.017657757,-0.11614439,0,1
1363,0,"-0,00001","-0,00006","-0,00004","-0,00002","-0,00002","-0,00002","-0,00001",0.32218458,-0.012383817,-0.1179908,0,1
1364,0,"-0,00001","-0,00006","-0,00004","-0,00002","-0,00002","-0,00002","-0,00001",0.23571772,-0.017403699,-0.10342799,0,1
1365,0,"-0,00001","-0,00006","-0,00004","-0,00002","-0,00002","-0,00002","-0,00001",0.24964103,-0.02096755,-0.10070604,0,1
1366,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.29782525,-0.017153303,-0.10856517,0,1
1367,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.23063284,-0.021194238,-0.051731575,0,1
1368,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.3150395,-0.0016168716,-0.1197397,0,1
1369,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.35816545,0.0024671466,-0.16031152,0,1
1370,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.20388363,-0.01382868,-0.094854151,0,1
1371,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.28861367,-0.01574257,-0.060869702,0,1
1372,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.36125864,-0.015070126,-0.081760749,0,1
1373,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.24644444,-0.040457924,-0.1011518,0,1
1374,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.19686999,-0.026727052,-0.12383619,0,1
1375,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.19989762,-0.0041801954,-0.11805831,0,1
1376,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.29796612,-0.0105758,-0.077315835,0,1
1377,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.37358251,0.0099733997,-0.081006121,0,1
1378,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.35551428,0.0085939409,-0.12958003,0,1
1379,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.26215973,-0.028806922,-0.17191645,0,1
1380,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.19976072,-0.034134529,-0.13841138,0,1
1381,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.21137137,-0.017640677,-0.023609088,0,1
1382,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.36090309,-0.0017786365,-0.06299594,0,1
1383,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.37455213,-0.045127615,-0.08913981,0,1
1384,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.19581123,-0.026990964,-0.11053141,0,1
1385,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.20951063,0.018092104,-0.10543278,0,1
1386,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.3148949,0.00059088476,-0.078810918,0,1
1388,"0,00001","0,00001",0,"0,00001",0,"-0,00002","-0,00002","-0,00003",0.3471084,-0.002951698,-0.091675242,0,1
1389,"-0,00001","-0,00001","0,00001",0,"-0,00001","-0,00002","-0,00002","-0,00001",0.27399618,-0.027352814,-0.20055971,0,1
1390,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.19270076,-0.022853043,-0.10767562,0,1
1391,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.27519301,-0.017586819,-0.029914821,0,1
1392,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.38277348,-0.049358532,-0.14107802,0,1
1393,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.27909292,-0.038262442,-0.14574516,0,1
1394,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.20935116,-0.0098850312,-0.091441473,0,1
1395,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.23924751,0.022509172,-0.12544034,0,1
1396,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.28498131,0.0068647261,-0.102741,0,1
1397,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.24650231,-1.8542648e-07,-0.071045534,0,1
1398,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.38079594,-0.049347537,-0.13441605,0,1
1399,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.43623621,-0.080076821,-0.18267226,0,1
1400,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.18707075,-0.032107157,-0.15679138,0,1
1401,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.23821348,0.029188963,-0.08610633,0,1
1402,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.33622667,-0.026875073,-0.055556334,0,1
1403,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.23347551,-0.078323422,-0.19704214,0,1
1404,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.19867278,0.0090831451,-0.074046478,0,1
1405,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.21984024,-0.007465772,-0.084608466,0,1
1406,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.32320849,-0.02948233,-0.11684579,0,1
1407,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.32272508,-0.038029556,-0.13807456,0,1
1408,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.42436619,-0.018639399,-0.13427816,0,1
1409,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.35306409,-0.019635193,-0.11790141,0,1
1410,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.13329999,-0.013782257,-0.080915316,0,1
1411,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.16175682,-0.017864393,-0.055973755,0,1
1412,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.3759045,-0.021565697,-0.11927334,0,1
1413,0,"0,00002","-0,00001","-0,00001",0,"-0,00001",0,"-0,00001",0.4289278,-0.026892909,-0.077640477,0,1
1414,0,"0,00001","0,00003","0,00002","0,00001","0,00002","-0,00001","-0,00002",0.27957293,-0.045129243,-0.10423046,0,1
1415,"-0,00004","-0,00004","-0,00004","-0,00002","0,00001",0,"-0,00001",0,0.28272963,-0.047397156,-0.18941997,0,1
1416,"-0,00004","-0,00004","-0,00004","-0,00002","0,00001",0,"-0,00001",0,0.31445158,0.017149083,-0.096946819,0,1
1417,"-0,00004","-0,00004","-0,00004","-0,00002","0,00001",0,"-0,00001",0,0.21979284,-0.015683717,-0.07369508,0,1
1418,"-0,00001","0,00001","-0,00002","-0,00002","-0,00001","-0,00001","0,00001","-0,00001",0.13816232,-0.024711103,-0.10929527,0,1
1419,0,0,"-0,00001","0,00001",0,0,"-0,00002","-0,00001",0.19886411,-0.010816517,-0.10060806,0,1
1420,0,0,"-0,00001","0,00001",0,0,"-0,00002","-0,00001",0.17073838,-0.044992807,-0.087632628,0,1
1421,0,0,"-0,00001","0,00001",0,0,"-0,00002","-0,00001",0.29828513,-0.028507076,-0.14055846,0,1
1422,0,0,"-0,00001","0,00001",0,0,"-0,00002","-0,00001",0.27395459,-0.026780964,-0.11614958,0,1
1423,0,0,"-0,00001","0,00001",0,0,"-0,00002","-0,00001",0.27880072,-0.0068940216,-0.12964871,0,1
